,state,county,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,ViolentCrimesPerPop
819,13,-1.0,5,0.01,0.63,0.62,0.5,0.06,0.01,1.0,1.0,1.0,0.35,0.0,0.0,0.09,0.59,0.15,0.35,0.48,0.39,0.34,0.18,0.14,0.18,0.15,0.12,0.17,0.26,0.17,0.04,0.88,0.47,0.53,0.43,0.48,0.23,0.31,0.75,0.37,0.43,0.25,1.0,0.24,0.25,0.42,0.32,0.3,0.42,0.3,0.78,0.77,0.02,0.65,0.0,0.93,0.75,0.76,0.69,0.13,0.09,0.08,0.07,0.93,0.06,0.26,0.18,0.33,0.35,0.38,0.3,0.23,0.62,0.0,0.03,0.64,0.31,0.03,0.25,0.65,0.54,0.71,0.09,0.09,0.1,0.1,0.16,0.2,0.17,1.0,0.35,0.47,0.0,0.0,0.05,0.72,0.27,0.22,0.68,0.02,0.17,0.01,0.0,0.15
820,42,3.0,5,0.02,0.47,0.06,0.94,0.06,0.01,0.45,0.49,0.36,0.28,0.03,0.86,0.5,0.77,0.09,0.68,0.3,0.12,0.45,0.52,0.45,0.44,0.31,0.0,0.33,0.44,0.5,0.01,0.15,0.12,0.15,0.47,0.22,0.59,0.28,0.38,0.18,0.58,0.33,0.43,0.3,0.32,0.47,0.84,0.86,0.88,0.63,0.25,0.3,0.0,0.1,0.0,0.28,0.28,0.37,0.34,0.06,0.06,0.07,0.06,0.9,0.03,0.13,0.13,0.45,0.51,0.24,0.75,0.04,0.36,0.5,0.03,0.67,0.69,0.04,0.23,0.58,0.01,0.05,0.18,0.17,0.18,0.35,0.38,0.42,0.39,0.31,0.3,0.37,0.0,0.0,0.09,0.73,0.66,0.66,0.59,0.07,0.07,0.16,0.0,0.03
821,28,-1.0,5,0.05,0.43,0.79,0.36,0.06,0.02,0.74,0.81,0.76,0.39,0.07,1.0,0.07,0.47,0.31,0.28,0.46,0.53,0.33,0.11,0.17,0.28,0.12,0.08,0.15,0.26,0.74,0.12,0.96,0.38,0.45,0.43,0.65,0.28,0.23,0.8,0.33,0.49,0.56,0.79,0.58,0.6,0.47,0.17,0.16,0.27,0.2,0.55,0.38,0.06,0.75,0.01,0.71,0.8,0.71,0.65,0.12,0.12,0.09,0.08,0.94,0.04,0.32,0.24,0.32,0.4,0.3,0.35,0.22,0.58,0.0,0.09,0.59,0.33,0.31,0.51,0.56,0.63,0.47,0.06,0.06,0.08,0.11,0.16,0.15,0.14,0.64,0.39,0.39,0.01,0.0,0.07,0.75,0.36,0.36,0.61,0.07,0.14,0.03,0.0,0.3
822,29,-1.0,5,0.0,0.46,0.15,0.87,0.02,0.02,0.55,0.54,0.43,0.52,0.0,0.0,0.16,0.46,1.0,0.4,0.63,0.33,0.49,0.18,0.19,0.19,0.16,0.36,0.06,0.29,0.26,0.01,0.35,0.59,0.59,0.23,0.32,0.39,0.45,0.77,0.54,0.26,0.55,0.55,0.57,0.58,0.4,0.51,0.51,0.4,0.59,0.84,0.78,0.01,0.25,0.0,0.27,0.44,0.36,0.48,0.01,0.01,0.01,0.01,0.97,0.0,0.2,0.17,0.34,0.34,0.37,0.58,0.08,0.54,0.5,0.02,0.65,0.59,0.1,0.43,0.54,0.46,0.09,0.05,0.05,0.06,0.08,0.11,0.12,0.17,0.32,0.37,0.35,0.0,0.0,0.0,0.81,0.53,0.67,0.76,0.03,0.11,0.01,0.0,0.02
823,48,-1.0,5,0.03,0.54,0.1,0.82,0.14,0.22,0.4,0.5,0.24,0.11,0.05,0.99,0.55,0.89,0.34,0.53,0.12,0.07,0.18,0.5,0.44,0.44,0.38,0.34,0.31,0.29,0.32,0.01,0.12,0.12,0.16,0.52,0.14,0.77,0.5,0.42,0.23,0.63,0.43,0.3,0.49,0.47,0.56,0.81,0.82,0.88,0.72,0.45,0.48,0.0,0.08,0.01,0.19,0.27,0.42,0.6,0.08,0.1,0.14,0.18,0.78,0.13,0.2,0.22,0.59,0.62,0.48,0.68,0.2,0.27,0.5,0.04,0.72,0.66,0.16,0.46,0.88,0.19,0.33,0.15,0.13,0.13,0.39,0.41,0.47,0.45,0.24,0.41,0.26,0.0,0.0,0.17,0.53,0.35,0.32,0.59,0.15,0.05,0.07,0.0,0.05
824,25,23.0,5,0.01,0.51,0.01,0.97,0.03,0.01,0.34,0.36,0.25,0.41,0.02,0.85,0.67,0.62,0.22,0.63,0.46,0.22,0.65,0.67,0.58,0.57,0.29,0.38,0.39,0.36,0.53,0.01,0.09,0.06,0.09,0.65,0.27,0.59,0.21,0.61,0.14,0.71,0.27,0.4,0.34,0.32,0.54,0.82,0.85,0.89,0.87,0.45,0.49,0.0,0.03,0.0,0.35,0.44,0.41,0.38,0.09,0.1,0.09,0.07,0.94,0.04,0.23,0.24,0.54,0.59,0.28,0.84,0.03,0.24,0.5,0.05,0.42,0.79,0.72,1.0,0.31,0.04,0.11,0.55,0.53,0.52,0.29,0.54,0.79,0.54,0.33,0.59,0.4,0.0,0.0,0.11,0.78,0.81,0.76,0.81,0.05,0.08,0.3,0.0,0.02
825,25,17.0,5,0.01,0.62,0.05,0.91,0.12,0.05,0.3,0.37,0.23,0.4,0.02,0.79,0.96,0.65,0.62,0.9,0.41,0.08,0.56,0.97,0.91,0.93,0.15,0.15,0.55,0.07,0.16,0.0,0.07,0.09,0.1,0.92,0.21,0.44,0.42,0.75,0.07,0.99,0.45,0.48,0.28,0.37,0.47,0.88,0.87,0.91,0.8,0.36,0.39,0.0,0.03,0.01,0.21,0.34,0.42,0.43,0.1,0.14,0.16,0.15,0.87,0.05,0.15,0.17,0.51,0.55,0.3,0.8,0.01,0.25,0.5,0.01,0.87,0.75,0.14,0.47,0.35,0.01,0.08,0.78,0.85,0.98,0.68,0.84,1.0,0.85,0.44,0.34,0.36,0.0,0.0,0.19,0.56,0.65,0.67,0.69,0.07,0.06,0.33,0.0,0.02
826,6,-1.0,5,0.01,0.46,0.01,0.91,0.16,0.13,0.37,0.41,0.23,0.29,0.03,1.0,0.47,0.58,0.32,0.55,0.32,0.29,0.47,0.46,0.43,0.42,0.54,0.19,0.32,0.34,0.41,0.01,0.14,0.09,0.16,0.42,0.24,0.65,0.27,0.29,0.29,0.51,0.49,0.26,0.56,0.54,0.45,0.73,0.76,0.83,0.5,0.38,0.5,0.0,0.09,0.01,0.12,0.19,0.22,0.2,0.04,0.05,0.06,0.05,0.89,0.04,0.17,0.18,0.51,0.52,0.49,0.61,0.14,0.36,0.5,0.02,0.74,0.61,0.03,0.14,0.9,0.07,0.12,0.43,0.45,0.46,0.51,0.54,0.63,0.57,0.59,0.73,0.33,0.0,0.0,0.13,0.6,0.21,0.18,0.67,0.03,0.13,0.07,0.0,0.07
827,12,-1.0,5,0.0,0.1,0.01,0.98,0.05,0.05,0.15,0.22,0.13,1.0,0.02,1.0,0.4,0.2,0.08,0.76,0.79,0.14,1.0,0.44,0.63,0.61,0.34,0.17,0.27,0.0,0.39,0.01,0.13,0.09,0.14,0.56,0.19,0.22,0.34,0.34,0.2,0.68,0.72,0.3,0.55,0.64,0.06,0.54,0.55,0.66,0.69,0.37,0.49,0.0,0.06,0.01,0.15,0.2,0.2,0.21,0.08,0.09,0.09,0.08,0.89,0.06,0.02,0.03,0.12,0.11,0.2,0.61,0.06,0.7,0.0,0.12,0.0,0.62,0.01,0.18,0.67,0.13,0.0,0.27,0.3,0.33,0.42,0.43,0.54,0.44,0.44,0.32,0.39,0.0,0.01,0.22,0.05,0.5,0.48,0.31,0.01,0.21,0.01,0.0,0.26
828,42,3.0,5,0.02,0.17,1.0,0.18,0.03,0.01,0.27,0.41,0.23,0.53,0.03,1.0,0.18,0.43,0.12,0.38,0.51,0.56,0.57,0.21,0.27,0.36,0.27,0.11,0.7,0.39,0.31,0.03,0.45,0.18,0.32,0.36,0.58,0.4,0.18,0.78,0.29,0.52,0.7,0.65,0.73,0.76,0.35,0.12,0.18,0.32,0.18,0.42,0.45,0.03,0.66,0.0,0.5,0.39,0.32,0.33,0.07,0.05,0.04,0.03,0.94,0.04,0.2,0.13,0.19,0.34,0.15,0.32,0.05,0.7,0.0,0.08,0.43,0.27,0.59,0.59,0.04,0.13,0.56,0.05,0.04,0.06,0.24,0.25,0.26,0.25,0.53,0.41,0.47,0.0,0.0,0.06,0.86,0.6,0.87,0.82,0.0,0.77,1.0,0.0,1.0
829,6,-1.0,5,0.05,0.55,0.02,0.74,0.27,0.39,0.44,0.53,0.34,0.38,0.0,0.0,0.26,0.55,0.56,0.36,0.43,0.66,0.35,0.26,0.23,0.25,0.25,0.21,0.24,0.2,0.26,0.05,0.34,0.55,0.53,0.26,0.58,0.41,0.47,0.42,0.57,0.33,0.45,0.39,0.56,0.53,0.6,0.61,0.61,0.71,0.58,0.41,0.37,0.02,0.22,0.05,0.33,0.38,0.43,0.48,0.43,0.44,0.46,0.46,0.49,0.53,0.4,0.37,0.58,0.57,0.59,0.39,0.48,0.56,0.0,0.04,0.83,0.41,0.28,0.19,0.77,0.17,0.23,0.29,0.29,0.28,0.35,0.35,0.37,0.33,0.57,0.58,0.25,0.05,0.0,0.56,0.57,0.31,0.52,0.74,0.03,0.37,0.03,0.0,0.35
830,12,-1.0,5,0.04,0.29,0.02,0.97,0.05,0.03,0.26,0.3,0.18,0.81,0.06,1.0,0.25,0.28,0.27,0.54,0.78,0.13,0.88,0.25,0.28,0.27,0.41,0.19,0.12,0.35,0.43,0.03,0.21,0.18,0.34,0.23,0.25,0.36,0.15,0.38,0.23,0.37,0.48,0.21,0.49,0.5,0.23,0.7,0.7,0.81,0.53,0.65,0.77,0.01,0.07,0.01,0.06,0.1,0.12,0.15,0.02,0.03,0.04,0.04,0.88,0.04,0.07,0.08,0.32,0.29,0.38,0.75,0.07,0.64,0.0,0.11,0.49,0.77,0.04,0.22,0.88,0.13,0.15,0.18,0.16,0.14,0.41,0.39,0.41,0.44,0.63,0.65,0.24,0.0,0.0,0.16,0.13,0.36,0.42,0.22,0.06,0.15,0.03,0.0,0.08
831,9,3.0,5,0.03,0.41,0.03,0.95,0.08,0.04,0.3,0.38,0.24,0.58,0.05,1.0,0.56,0.65,0.11,0.74,0.57,0.12,0.7,0.54,0.5,0.48,0.52,0.14,0.36,0.62,0.6,0.0,0.03,0.3,0.33,0.4,0.16,0.63,0.34,0.43,0.22,0.53,0.32,0.39,0.35,0.35,0.41,0.78,0.8,0.89,0.66,0.73,0.83,0.0,0.07,0.02,0.11,0.13,0.21,0.22,0.09,0.09,0.13,0.12,0.7,0.16,0.13,0.13,0.44,0.45,0.28,0.82,0.04,0.45,0.5,0.02,0.89,0.79,0.02,0.46,0.52,0.01,0.11,0.44,0.42,0.38,0.63,0.64,0.67,0.65,0.4,0.47,0.37,0.0,0.0,0.32,0.68,0.76,0.89,0.81,0.04,0.18,0.08,0.0,0.03
832,44,5.0,5,0.01,0.46,0.0,0.99,0.02,0.02,0.37,0.4,0.28,0.49,0.01,0.6,0.4,0.49,0.57,0.6,0.6,0.28,0.74,0.4,0.37,0.36,0.0,0.26,0.23,0.0,0.71,0.01,0.13,0.46,0.51,0.3,0.32,0.56,0.39,0.44,0.38,0.39,0.27,0.34,0.25,0.26,0.47,0.84,0.82,0.82,0.6,0.51,0.63,0.0,0.06,0.0,0.06,0.07,0.1,0.09,0.02,0.02,0.03,0.02,0.8,0.1,0.18,0.19,0.51,0.52,0.35,0.84,0.04,0.39,0.5,0.02,0.76,0.81,0.22,0.72,0.44,0.03,0.32,0.33,0.34,0.35,0.31,0.39,0.52,0.43,0.52,0.53,0.65,0.0,0.0,0.13,0.1,0.86,0.75,0.59,0.08,0.04,0.02,0.0,0.02
833,42,3.0,5,0.03,0.43,0.0,0.99,0.04,0.01,0.28,0.35,0.21,0.54,0.05,1.0,0.42,0.57,0.07,0.74,0.59,0.11,0.67,0.4,0.37,0.36,0.58,0.18,0.34,0.37,0.75,0.01,0.06,0.2,0.29,0.33,0.19,0.52,0.31,0.49,0.27,0.48,0.18,0.3,0.16,0.18,0.42,0.89,0.9,0.91,0.87,0.49,0.5,0.0,0.03,0.01,0.33,0.3,0.28,0.28,0.06,0.05,0.04,0.04,0.91,0.02,0.13,0.15,0.47,0.48,0.25,0.89,0.02,0.26,0.5,0.01,0.96,0.86,0.14,0.43,0.4,0.02,0.13,0.15,0.13,0.13,0.31,0.31,0.3,0.33,0.23,0.37,0.49,0.0,0.0,0.07,0.96,0.91,0.97,0.9,0.03,0.23,0.34,0.0,0.03
834,12,-1.0,5,0.0,0.12,0.01,0.99,0.03,0.04,0.14,0.17,0.1,1.0,0.02,1.0,0.44,0.21,0.21,0.8,0.91,0.09,0.8,0.52,0.75,0.72,0.0,0.0,0.86,0.32,0.58,0.0,0.09,0.06,0.15,0.5,0.13,0.23,0.37,0.42,0.12,0.65,0.49,0.21,0.42,0.46,0.11,0.75,0.79,0.78,0.91,0.65,0.75,0.0,0.06,0.0,0.15,0.17,0.18,0.24,0.07,0.07,0.07,0.08,0.88,0.02,0.03,0.03,0.14,0.16,0.08,0.78,0.02,0.67,0.0,0.06,0.22,0.75,0.22,0.34,0.65,0.01,0.0,0.28,0.31,0.4,0.58,0.53,0.69,0.56,0.56,0.38,0.46,0.0,0.0,0.2,0.08,0.65,0.66,0.52,0.01,0.29,0.0,0.0,0.11
836,39,81.0,5,0.02,0.34,0.3,0.75,0.04,0.02,0.41,0.4,0.32,0.74,0.03,1.0,0.1,0.01,0.13,0.39,0.81,0.94,0.7,0.15,0.21,0.21,0.18,0.07,1.0,0.37,0.65,0.05,0.64,0.43,0.54,0.2,0.8,0.04,0.49,0.66,0.5,0.38,0.52,0.45,0.49,0.53,0.36,0.37,0.43,0.43,0.38,0.17,0.05,0.02,0.4,0.01,0.19,0.15,0.23,0.24,0.05,0.03,0.05,0.04,0.87,0.05,0.18,0.16,0.29,0.34,0.26,0.52,0.04,0.5,0.5,0.05,0.58,0.5,0.75,0.85,0.19,0.34,0.64,0.05,0.05,0.07,0.04,0.08,0.1,0.09,0.58,0.11,0.37,0.01,0.0,0.1,0.7,0.67,0.78,0.68,0.02,0.23,0.06,0.0,0.79
837,6,-1.0,5,0.05,0.34,0.01,0.88,0.17,0.24,0.28,0.44,0.27,0.43,0.07,1.0,0.57,0.53,0.34,0.56,0.4,0.11,0.52,0.61,0.64,0.64,0.33,0.66,0.49,0.38,0.44,0.03,0.17,0.11,0.14,0.52,0.18,0.62,0.24,0.36,0.2,0.55,0.56,0.42,0.59,0.59,0.33,0.7,0.72,0.86,0.5,0.45,0.43,0.01,0.09,0.03,0.5,0.5,0.53,0.55,0.42,0.38,0.36,0.34,0.75,0.25,0.19,0.17,0.38,0.37,0.41,0.48,0.24,0.58,0.0,0.11,0.55,0.49,0.0,0.18,0.73,0.07,0.16,0.8,0.85,0.92,0.78,0.73,0.89,0.72,0.73,0.89,0.24,0.01,0.0,0.36,0.42,0.24,0.51,0.6,0.05,0.2,0.06,0.0,0.13
838,9,1.0,5,0.08,0.43,0.04,0.9,0.21,0.08,0.29,0.35,0.22,0.52,0.08,0.87,0.88,0.62,0.38,0.83,0.51,0.1,0.52,0.98,1.0,1.0,0.31,0.01,0.82,0.3,0.77,0.02,0.06,0.15,0.17,0.8,0.19,0.5,0.23,0.52,0.1,0.8,0.27,0.4,0.3,0.3,0.44,0.82,0.84,0.93,0.75,0.05,0.05,0.01,0.08,0.07,0.63,0.57,0.56,0.55,0.77,0.61,0.55,0.49,0.7,0.17,0.21,0.21,0.46,0.51,0.35,0.65,0.06,0.33,0.5,0.07,0.79,0.62,0.06,0.57,0.27,0.06,0.19,1.0,1.0,1.0,0.72,0.91,1.0,0.94,0.4,0.41,0.43,0.04,0.01,0.52,0.26,0.68,0.65,0.4,0.14,0.1,0.88,0.13,0.02
839,42,71.0,5,0.0,0.58,0.0,0.99,0.04,0.01,0.37,0.41,0.22,0.27,0.01,0.28,0.49,0.8,0.7,0.75,0.35,0.07,0.28,0.44,0.34,0.32,0.44,0.2,0.38,0.0,0.74,0.0,0.06,0.3,0.38,0.3,0.09,0.77,0.68,0.29,0.59,0.36,0.23,0.22,0.19,0.21,0.55,0.92,0.93,0.95,0.87,0.52,0.67,0.0,0.06,0.0,0.24,0.27,0.22,0.23,0.02,0.02,0.02,0.02,0.94,0.01,0.2,0.23,0.63,0.62,0.57,0.83,0.04,0.2,0.5,0.0,0.93,0.83,0.14,0.48,0.73,0.05,0.35,0.25,0.23,0.23,0.31,0.33,0.37,0.37,0.22,0.41,0.17,0.0,0.0,0.04,0.88,0.64,0.77,0.8,0.06,0.05,0.02,0.0,0.01
840,48,-1.0,5,0.15,0.53,0.11,0.81,0.16,0.16,0.42,0.54,0.29,0.13,0.16,1.0,0.4,0.83,0.28,0.37,0.18,0.18,0.22,0.39,0.31,0.31,0.31,0.22,0.3,0.31,0.37,0.07,0.19,0.18,0.31,0.28,0.27,0.77,0.31,0.28,0.31,0.39,0.53,0.27,0.67,0.64,0.56,0.68,0.68,0.72,0.59,0.73,0.73,0.03,0.14,0.03,0.25,0.38,0.46,0.54,0.08,0.11,0.12,0.13,0.84,0.08,0.23,0.24,0.58,0.64,0.47,0.59,0.22,0.38,0.5,0.18,0.65,0.56,0.4,0.5,0.79,0.23,0.09,0.13,0.13,0.12,0.36,0.33,0.37,0.34,0.37,0.46,0.36,0.0,0.01,0.13,0.7,0.41,0.75,0.78,0.12,0.2,0.07,0.58,0.23
842,6,-1.0,5,0.04,0.7,0.08,0.52,0.98,0.42,0.42,0.54,0.32,0.14,0.06,1.0,0.64,0.87,0.37,0.5,0.22,0.33,0.38,0.56,0.4,0.42,0.41,0.22,0.34,0.37,0.42,0.02,0.12,0.27,0.36,0.33,0.31,0.75,0.66,0.21,0.47,0.36,0.44,0.45,0.49,0.48,0.72,0.73,0.68,0.75,0.74,0.5,0.54,0.01,0.17,0.05,0.3,0.4,0.47,0.52,0.44,0.52,0.55,0.56,0.48,0.33,0.55,0.56,0.77,0.7,0.84,0.65,0.44,0.31,0.5,0.01,0.95,0.68,0.0,0.05,0.65,0.05,0.25,0.61,0.6,0.56,0.77,0.74,0.87,0.74,0.69,0.68,0.17,0.02,0.0,0.62,0.51,0.54,0.6,0.74,0.04,0.23,0.19,0.0,0.33
843,18,-1.0,5,0.12,0.42,0.18,0.77,0.02,0.22,0.41,0.48,0.28,0.48,0.13,1.0,0.25,0.43,0.14,0.42,0.61,0.39,0.65,0.27,0.22,0.23,0.21,0.11,0.28,0.27,0.3,0.1,0.35,0.35,0.53,0.13,0.59,0.37,0.61,0.27,0.65,0.21,0.61,0.45,0.55,0.6,0.55,0.5,0.5,0.51,0.57,0.25,0.27,0.06,0.33,0.02,0.1,0.15,0.17,0.19,0.03,0.04,0.04,0.04,0.79,0.09,0.36,0.31,0.46,0.51,0.38,0.6,0.17,0.58,0.0,0.09,0.81,0.57,0.49,0.45,0.21,0.37,0.16,0.08,0.06,0.05,0.18,0.21,0.24,0.23,0.36,0.12,0.47,0.08,0.06,0.13,0.6,0.73,0.81,0.65,0.06,0.31,0.25,0.22,0.58
844,12,-1.0,5,0.05,0.3,0.02,0.95,0.11,0.06,0.27,0.38,0.21,0.79,0.07,1.0,0.24,0.33,0.12,0.5,0.74,0.25,0.75,0.25,0.26,0.25,0.26,0.23,0.24,0.16,0.31,0.04,0.24,0.26,0.45,0.16,0.22,0.4,0.46,0.23,0.41,0.28,0.61,0.25,0.61,0.64,0.27,0.56,0.57,0.64,0.6,0.76,0.78,0.01,0.08,0.02,0.26,0.29,0.31,0.31,0.12,0.11,0.11,0.1,0.87,0.09,0.15,0.14,0.31,0.27,0.43,0.66,0.12,0.76,0.0,0.13,0.51,0.7,0.05,0.25,0.75,0.24,0.08,0.13,0.11,0.09,0.38,0.35,0.36,0.38,0.51,0.51,0.28,0.01,0.03,0.18,0.16,0.48,0.65,0.48,0.04,0.26,0.04,0.0,0.18
847,35,-1.0,5,0.04,0.54,0.02,0.65,0.02,0.3,0.44,0.46,0.24,0.27,0.0,0.0,0.29,0.64,0.4,0.39,0.35,0.3,0.32,0.28,0.24,0.28,0.15,0.11,0.26,0.26,0.28,0.05,0.4,0.19,0.34,0.28,0.46,0.51,0.07,0.38,0.35,0.43,0.56,0.28,0.55,0.58,0.61,0.65,0.68,0.54,0.72,0.41,0.38,0.02,0.29,0.0,0.18,0.2,0.17,0.41,0.02,0.02,0.02,0.03,0.71,0.09,0.4,0.39,0.59,0.58,0.57,0.58,0.33,0.42,0.5,0.06,0.65,0.58,0.18,0.59,0.67,0.52,0.05,0.12,0.12,0.13,0.23,0.22,0.25,0.23,0.36,0.38,0.29,0.01,0.0,0.04,0.39,0.5,0.66,0.52,0.07,0.12,0.01,0.0,0.34
848,39,-1.0,5,0.02,0.44,0.01,0.99,0.02,0.01,0.44,0.48,0.31,0.32,0.03,1.0,0.37,0.68,0.18,0.48,0.38,0.17,0.57,0.38,0.31,0.29,0.34,0.25,0.07,0.61,0.57,0.01,0.14,0.16,0.31,0.23,0.15,0.67,0.28,0.38,0.45,0.36,0.46,0.28,0.58,0.55,0.44,0.69,0.71,0.85,0.55,0.66,0.71,0.0,0.1,0.0,0.2,0.15,0.3,0.25,0.01,0.01,0.01,0.01,0.98,0.02,0.12,0.13,0.47,0.52,0.38,0.64,0.05,0.37,0.5,0.01,0.87,0.6,0.05,0.16,0.6,0.15,0.14,0.17,0.15,0.14,0.33,0.31,0.31,0.32,0.36,0.42,0.31,0.0,0.0,0.02,0.83,0.47,0.77,0.78,0.03,0.16,0.09,0.0,0.05
849,6,-1.0,5,0.03,0.45,0.01,0.84,0.62,0.05,0.26,0.2,0.12,0.63,0.04,1.0,1.0,0.58,0.29,1.0,0.53,0.12,0.67,1.0,1.0,1.0,0.24,1.0,0.64,0.66,0.84,0.0,0.02,0.03,0.04,0.98,0.12,0.55,0.69,0.62,0.02,1.0,0.22,0.25,0.3,0.27,0.36,0.94,0.94,0.87,0.79,0.53,0.49,0.0,0.01,0.02,0.17,0.2,0.27,0.27,0.16,0.16,0.2,0.18,0.74,0.06,0.11,0.13,0.47,0.47,0.36,0.9,0.05,0.15,0.5,0.01,0.92,0.89,0.06,0.3,0.4,0.0,0.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.58,0.18,0.0,0.0,0.39,0.41,0.83,0.77,0.81,0.02,0.34,0.08,0.0,0.04
852,42,121.0,5,0.0,0.33,0.01,0.99,0.02,0.01,0.36,0.39,0.23,0.58,0.0,0.0,0.15,0.32,0.11,0.5,0.71,0.57,0.72,0.18,0.19,0.17,0.16,0.05,1.0,0.0,0.14,0.02,0.48,0.26,0.39,0.21,0.51,0.24,0.51,0.51,0.55,0.38,0.55,0.36,0.51,0.55,0.42,0.52,0.57,0.55,0.58,0.31,0.29,0.0,0.15,0.0,0.16,0.12,0.17,0.39,0.01,0.01,0.01,0.02,0.96,0.01,0.16,0.15,0.36,0.41,0.3,0.57,0.02,0.37,0.5,0.03,0.56,0.54,0.12,0.87,0.0,0.35,0.21,0.02,0.01,0.02,0.09,0.1,0.1,0.14,0.5,0.17,0.39,0.0,0.0,0.02,0.94,0.69,0.84,0.84,0.01,0.22,0.03,0.0,0.05
853,39,173.0,5,0.0,0.42,0.01,0.97,0.05,0.02,0.41,0.39,0.22,0.36,0.02,1.0,0.54,0.57,0.15,0.74,0.44,0.09,0.57,0.59,0.55,0.53,0.54,0.04,0.23,1.0,1.0,0.0,0.04,0.09,0.14,0.65,0.21,0.59,0.43,0.64,0.21,0.73,0.23,0.26,0.3,0.28,0.52,0.9,0.93,0.96,0.86,0.55,0.47,0.0,0.04,0.0,0.1,0.14,0.28,0.29,0.01,0.02,0.03,0.03,0.96,0.01,0.14,0.15,0.46,0.6,0.12,0.77,0.02,0.36,0.5,0.01,0.84,0.66,0.0,0.34,0.67,0.03,0.07,0.22,0.21,0.25,0.27,0.31,0.31,0.32,0.27,0.39,0.33,0.0,0.0,0.05,0.73,0.52,0.44,0.66,0.01,0.22,0.08,0.0,0.01
854,48,-1.0,5,0.06,0.71,0.01,0.7,0.02,1.0,0.58,0.54,0.36,0.42,0.08,1.0,0.15,0.45,0.45,0.31,0.53,0.66,0.39,0.14,0.14,0.15,0.15,0.14,0.26,0.17,0.23,0.13,0.8,0.93,0.72,0.22,0.65,0.3,0.26,0.53,0.4,0.4,0.33,0.42,0.46,0.42,0.81,0.6,0.55,0.66,0.58,0.5,0.41,0.03,0.21,0.05,0.29,0.3,0.35,0.4,0.28,0.26,0.27,0.28,0.0,0.72,0.77,0.74,0.73,0.72,0.73,0.49,0.74,0.64,0.0,0.13,0.43,0.5,0.53,0.31,0.6,0.86,0.6,0.05,0.05,0.07,0.1,0.17,0.2,0.17,0.46,0.32,0.37,0.01,0.01,0.41,0.66,0.6,0.71,0.75,0.08,0.15,0.01,0.0,0.31
855,24,-1.0,5,0.0,0.32,0.86,0.31,0.02,0.01,0.36,0.42,0.28,0.6,0.0,0.0,0.14,0.34,0.08,0.28,0.64,0.66,0.52,0.18,0.2,0.27,0.21,0.16,0.21,0.17,0.15,0.02,0.58,0.66,0.69,0.14,0.48,0.35,0.76,0.36,0.77,0.23,0.74,0.55,0.68,0.74,0.35,0.03,0.03,0.12,0.0,0.66,0.69,0.03,1.0,0.0,0.32,0.38,0.49,0.41,0.01,0.01,0.02,0.01,0.91,0.07,0.18,0.15,0.31,0.27,0.38,0.27,0.11,0.65,0.0,0.03,0.59,0.31,0.46,0.7,0.29,0.88,0.06,0.1,0.1,0.11,0.08,0.12,0.14,0.16,0.37,0.33,0.61,0.0,0.0,0.01,0.88,0.67,0.86,0.84,0.02,0.15,0.03,0.0,0.62
